YEAR,GENDER,RACE,AGE_GROUP,COUNTY,VIOLENT,PROPERTY,F_DRUGOFF,F_SEXOFF,F_ALLOTHER,F_TOTAL,M_TOTAL,S_TOTAL
2011,Male,White,40 to 69,Mariposa County,20,13,11,1,14,59,141,0
2011,Male,White,70 and over,Mariposa County,0,0,0,0,1,1,0,0
2011,Female,Black,20 to 29,Mariposa County,0,0,0,0,1,1,0,0
2011,Female,Black,30 to 39,Mariposa County,0,0,0,0,0,0,0,0
2011,Female,Hispanic,Under 18,Mariposa County,0,0,0,0,0,0,2,0
2011,Female,Hispanic,18 to 19,Mariposa County,0,0,0,0,0,0,2,0
2011,Female,Hispanic,20 to 29,Mariposa County,0,2,0,0,0,2,1,0
2011,Female,Hispanic,30 to 39,Mariposa County,0,0,0,0,0,0,2,0
2011,Female,Hispanic,40 to 69,Mariposa County,0,0,0,0,1,1,2,0
2011,Female,Other,20 to 29,Mariposa County,0,0,0,0,0,0,2,0
2011,Female,Other,40 to 69,Mariposa County,0,0,0,0,1,1,0,0
2011,Female,Other,70 and over,Mariposa County,0,0,0,0,0,0,0,0
2011,Female,White,Under 18,Mariposa County,1,0,1,0,0,2,7,0
2011,Female,White,18 to 19,Mariposa County,3,1,0,0,0,4,3,0
2011,Female,White,20 to 29,Mariposa County,4,4,4,0,1,13,28,0
2011,Female,White,30 to 39,Mariposa County,3,0,4,0,1,8,38,0
2011,Female,White,40 to 69,Mariposa County,10,3,3,0,3,19,47,0
2011,Male,Black,Under 18,Mendocino County,0,0,0,0,0,0,3,1
2011,Male,Black,18 to 19,Mendocino County,3,1,2,0,1,7,2,0
2011,Male,Black,20 to 29,Mendocino County,6,4,8,0,1,19,13,0
2011,Male,Black,30 to 39,Mendocino County,4,0,11,1,1,17,12,0
2011,Male,Black,40 to 69,Mendocino County,1,5,2,0,2,10,15,0
2011,Male,Hispanic,Under 18,Mendocino County,12,5,4,2,7,30,50,2
2011,Male,Hispanic,18 to 19,Mendocino County,7,5,10,0,1,23,35,0
2011,Male,Hispanic,20 to 29,Mendocino County,25,9,31,2,17,84,149,0
2011,Male,Hispanic,30 to 39,Mendocino County,13,4,21,1,5,44,86,0
2011,Male,Hispanic,40 to 69,Mendocino County,7,3,11,1,6,28,66,0
2011,Male,Hispanic,70 and over,Mendocino County,0,0,1,0,0,1,4,0
2011,Male,Other,Under 18,Mendocino County,3,8,2,0,4,17,20,3
2011,Male,Other,18 to 19,Mendocino County,2,2,1,0,1,6,15,0
2011,Male,Other,20 to 29,Mendocino County,19,7,7,0,6,39,84,0
2011,Male,Other,30 to 39,Mendocino County,11,1,9,0,8,29,49,0
2011,Male,Other,40 to 69,Mendocino County,8,3,6,3,6,26,82,0
2011,Male,Other,70 and over,Mendocino County,0,0,0,0,0,0,3,0
2011,Male,White,Under 18,Mendocino County,14,10,3,1,10,38,82,2
2011,Male,White,18 to 19,Mendocino County,8,9,7,2,11,37,47,0
2011,Male,White,20 to 29,Mendocino County,53,42,67,3,50,215,477,0
2011,Male,White,30 to 39,Mendocino County,41,25,53,0,45,164,326,0
2011,Male,White,40 to 69,Mendocino County,75,47,53,12,42,229,697,0
2011,Male,White,70 and over,Mendocino County,2,0,0,0,1,3,15,0
2011,Female,Black,Under 18,Mendocino County,0,1,1,0,1,3,3,0
2011,Female,Black,18 to 19,Mendocino County,0,0,0,0,0,0,1,0
2011,Female,Black,20 to 29,Mendocino County,0,2,0,0,0,2,5,0
2011,Female,Black,30 to 39,Mendocino County,1,0,0,0,1,2,0,0
2011,Female,Black,40 to 69,Mendocino County,0,0,0,0,0,0,1,0
2011,Female,Hispanic,Under 18,Mendocino County,2,4,1,0,2,9,43,0
2011,Female,Hispanic,18 to 19,Mendocino County,0,0,0,0,0,0,11,0
2011,Female,Hispanic,20 to 29,Mendocino County,5,4,2,0,1,12,38,0
2011,Female,Hispanic,30 to 39,Mendocino County,5,1,1,0,0,7,11,0
2011,Female,Hispanic,40 to 69,Mendocino County,0,0,2,0,0,2,18,0
2011,Female,Other,Under 18,Mendocino County,0,0,0,0,1,1,21,0
2011,Female,Other,18 to 19,Mendocino County,3,0,1,1,0,5,6,0
2011,Female,Other,20 to 29,Mendocino County,5,5,3,0,3,16,32,0
2011,Female,Other,30 to 39,Mendocino County,6,0,2,0,3,11,13,0
2011,Female,Other,40 to 69,Mendocino County,2,4,2,0,2,10,44,0
2011,Female,Other,70 and over,Mendocino County,0,0,0,0,0,0,1,0
2011,Female,White,Under 18,Mendocino County,2,4,0,0,6,12,37,1
2011,Female,White,18 to 19,Mendocino County,6,8,2,0,4,20,27,0
2011,Female,White,20 to 29,Mendocino County,20,11,19,0,15,65,144,0
2011,Female,White,30 to 39,Mendocino County,16,10,24,0,10,60,133,0
2011,Female,White,40 to 69,Mendocino County,16,14,40,0,13,83,230,0
2011,Female,White,70 and over,Mendocino County,0,1,0,0,0,1,2,0
2011,Male,Black,Under 18,Merced County,13,16,4,2,7,42,78,56
2011,Male,Black,18 to 19,Merced County,5,5,3,0,7,20,24,0
2011,Male,Black,20 to 29,Merced County,31,16,26,0,29,102,111,0
2011,Male,Black,30 to 39,Merced County,18,12,13,3,12,58,58,0
2011,Male,Black,40 to 69,Merced County,31,20,23,0,10,84,139,0
2011,Male,Black,70 and over,Merced County,0,0,0,0,1,1,2,0
2011,Male,Hispanic,Under 18,Merced County,96,172,37,6,125,436,506,207
2011,Male,Hispanic,18 to 19,Merced County,51,64,34,6,69,224,211,0
2011,Male,Hispanic,20 to 29,Merced County,176,106,139,9,158,588,1069,0
2011,Male,Hispanic,30 to 39,Merced County,89,49,100,5,66,309,616,0
2011,Male,Hispanic,40 to 69,Merced County,56,34,71,7,43,211,507,0
2011,Male,Hispanic,70 and over,Merced County,0,0,0,1,1,2,11,0
2011,Male,Other,Under 18,Merced County,2,6,1,0,3,12,18,12
2011,Male,Other,18 to 19,Merced County,3,11,4,0,3,21,15,0
2011,Male,Other,20 to 29,Merced County,13,12,15,1,15,56,72,0
2011,Male,Other,30 to 39,Merced County,8,6,10,0,4,28,39,0
2011,Male,Other,40 to 69,Merced County,7,4,7,0,5,23,42,0
2011,Male,Other,70 and over,Merced County,0,0,0,0,0,0,1,0
2011,Male,White,Under 18,Merced County,20,50,5,3,25,103,115,104
2011,Male,White,18 to 19,Merced County,9,20,4,4,10,47,61,0
2011,Male,White,20 to 29,Merced County,66,74,75,4,58,277,374,0
2011,Male,White,30 to 39,Merced County,42,78,71,3,36,230,248,0
2011,Male,White,40 to 69,Merced County,53,64,79,7,42,245,421,0
2011,Male,White,70 and over,Merced County,1,0,0,0,1,2,10,0
2011,Female,Black,Under 18,Merced County,1,4,0,0,5,10,35,31
2011,Female,Black,18 to 19,Merced County,2,4,1,0,1,8,16,0
2011,Female,Black,20 to 29,Merced County,9,9,1,1,8,28,33,0
2011,Female,Black,30 to 39,Merced County,5,6,0,0,5,16,25,0
2011,Female,Black,40 to 69,Merced County,6,8,3,0,4,21,43,0
2011,Female,Hispanic,Under 18,Merced County,15,34,2,0,17,68,240,197
2011,Female,Hispanic,18 to 19,Merced County,9,4,5,0,6,24,66,0
2011,Female,Hispanic,20 to 29,Merced County,40,52,35,0,18,145,222,0
2011,Female,Hispanic,30 to 39,Merced County,25,29,21,0,15,90,147,0
2011,Female,Hispanic,40 to 69,Merced County,9,15,12,0,9,45,138,0
2011,Female,Hispanic,70 and over,Merced County,0,0,0,0,0,0,2,0
2011,Female,Other,Under 18,Merced County,1,2,0,0,0,3,10,22
2011,Female,Other,18 to 19,Merced County,2,1,0,0,0,3,5,0
2011,Female,Other,20 to 29,Merced County,4,1,6,0,3,14,21,0
2011,Female,Other,30 to 39,Merced County,1,2,4,0,1,8,12,0
2011,Female,Other,40 to 69,Merced County,0,2,0,0,0,2,7,0
2011,Female,Other,70 and over,Merced County,0,0,0,0,0,0,1,0
2011,Female,White,Under 18,Merced County,5,23,5,0,2,35,80,69
2011,Female,White,18 to 19,Merced County,1,5,1,0,1,8,24,0
2011,Female,White,20 to 29,Merced County,30,41,23,2,14,110,142,0
2011,Female,White,30 to 39,Merced County,20,18,23,0,10,71,116,0
2011,Female,White,40 to 69,Merced County,14,32,22,0,18,86,159,0
2011,Female,White,70 and over,Merced County,0,0,0,0,0,0,3,0
2011,Male,Black,Under 18,Modoc County,0,0,0,0,0,0,0,1
2011,Male,Black,20 to 29,Modoc County,0,0,0,0,0,0,0,0
2011,Male,Hispanic,Under 18,Modoc County,0,2,0,0,0,2,1,0
2011,Male,Hispanic,18 to 19,Modoc County,0,0,0,0,1,1,0,0
2011,Male,Hispanic,20 to 29,Modoc County,0,1,1,0,2,4,6,0
2011,Male,Hispanic,30 to 39,Modoc County,0,0,0,0,0,0,2,0
2011,Male,Hispanic,40 to 69,Modoc County,1,0,0,0,0,1,8,0
2011,Male,Other,Under 18,Modoc County,0,1,0,0,0,1,2,1
2011,Male,Other,18 to 19,Modoc County,0,0,0,1,0,1,2,0
2011,Male,Other,20 to 29,Modoc County,0,0,0,0,0,0,3,0
2011,Male,Other,30 to 39,Modoc County,1,0,0,0,0,1,1,0
2011,Male,Other,40 to 69,Modoc County,1,0,0,0,1,2,9,0
2011,Male,White,Under 18,Modoc County,0,4,0,0,0,4,6,9
2011,Male,White,18 to 19,Modoc County,3,0,1,0,2,6,19,0
2011,Male,White,20 to 29,Modoc County,8,2,3,0,7,20,24,0
2011,Male,White,30 to 39,Modoc County,3,0,3,2,4,12,19,0
2011,Male,White,40 to 69,Modoc County,5,2,4,0,3,14,54,0
2011,Male,White,70 and over,Modoc County,1,0,0,0,0,1,1,0
2011,Female,Black,20 to 29,Modoc County,0,0,0,0,0,0,0,0
2011,Female,Hispanic,Under 18,Modoc County,0,1,0,0,0,1,3,1
2011,Female,Hispanic,18 to 19,Modoc County,0,0,0,0,0,0,1,0
2011,Female,Hispanic,20 to 29,Modoc County,1,0,0,0,0,1,0,0
2011,Female,Hispanic,30 to 39,Modoc County,0,0,0,0,0,0,0,0
2011,Female,Hispanic,40 to 69,Modoc County,0,0,0,0,0,0,1,0
2011,Female,Other,Under 18,Modoc County,0,1,0,0,1,2,2,0
2011,Female,Other,18 to 19,Modoc County,0,0,0,0,0,0,1,0
2011,Female,Other,20 to 29,Modoc County,0,0,0,0,0,0,1,0
2011,Female,Other,30 to 39,Modoc County,0,0,0,0,0,0,0,0
2011,Female,Other,40 to 69,Modoc County,0,0,1,0,0,1,3,0
2011,Female,White,Under 18,Modoc County,1,1,0,0,0,2,6,1
2011,Female,White,18 to 19,Modoc County,1,1,0,0,0,2,6,0
2011,Female,White,20 to 29,Modoc County,2,4,2,0,1,9,12,0
2011,Female,White,30 to 39,Modoc County,2,1,3,0,2,8,11,0
2011,Female,White,40 to 69,Modoc County,1,3,1,0,0,5,26,0
2011,Male,Black,20 to 29,Mono County,1,1,2,0,0,4,0,0
2011,Male,Black,30 to 39,Mono County,0,0,0,0,0,0,1,0
2011,Male,Hispanic,Under 18,Mono County,0,3,2,0,0,5,5,0
2011,Male,Hispanic,18 to 19,Mono County,0,0,2,0,0,2,2,0
2011,Male,Hispanic,20 to 29,Mono County,2,5,6,0,1,14,24,0
2011,Male,Hispanic,30 to 39,Mono County,3,2,2,0,1,8,15,0
2011,Male,Hispanic,40 to 69,Mono County,1,1,0,0,1,3,7,0
2011,Male,Other,Under 18,Mono County,0,0,1,0,0,1,1,0
2011,Male,Other,18 to 19,Mono County,2,1,0,0,0,3,2,0
2011,Male,Other,20 to 29,Mono County,3,0,0,0,0,3,7,0
2011,Male,Other,30 to 39,Mono County,0,0,0,0,0,0,8,0
2011,Male,Other,40 to 69,Mono County,0,0,0,0,0,0,6,0
2011,Male,Other,70 and over,Mono County,0,0,0,0,0,0,1,0
2011,Male,White,Under 18,Mono County,0,1,1,0,0,2,6,0
2011,Male,White,18 to 19,Mono County,1,2,1,0,0,4,6,0
2011,Male,White,20 to 29,Mono County,8,6,8,0,3,25,92,0
2011,Male,White,30 to 39,Mono County,7,3,8,0,0,18,33,0
2011,Male,White,40 to 69,Mono County,6,4,7,0,1,18,61,0
2011,Male,White,70 and over,Mono County,0,0,0,0,1,1,1,0
2011,Female,Black,40 to 69,Mono County,0,0,0,0,0,0,0,0
2011,Female,Hispanic,Under 18,Mono County,0,1,0,0,0,1,2,0
2011,Female,Hispanic,20 to 29,Mono County,0,0,0,0,1,1,2,0
2011,Female,Hispanic,30 to 39,Mono County,0,0,1,0,0,1,0,0
2011,Female,Other,18 to 19,Mono County,0,0,0,0,0,0,2,0
2011,Female,Other,20 to 29,Mono County,2,0,0,0,0,2,1,0
2011,Female,Other,30 to 39,Mono County,0,0,0,0,0,0,2,0
2011,Female,Other,40 to 69,Mono County,0,0,1,0,0,1,3,0
2011,Female,White,Under 18,Mono County,0,0,0,0,0,0,1,0
2011,Female,White,18 to 19,Mono County,0,0,0,0,0,0,3,0
2011,Female,White,20 to 29,Mono County,2,1,1,0,0,4,28,0
2011,Female,White,30 to 39,Mono County,0,0,0,0,0,0,6,0
2011,Female,White,40 to 69,Mono County,1,2,6,0,1,10,10,0
2011,Male,Black,Under 18,Monterey County,5,11,6,2,5,29,53,5
2011,Male,Black,18 to 19,Monterey County,10,7,2,0,3,22,38,0
2011,Male,Black,20 to 29,Monterey County,30,26,21,3,23,103,139,0
2011,Male,Black,30 to 39,Monterey County,19,11,14,0,5,49,71,0
2011,Male,Black,40 to 69,Monterey County,27,14,22,2,10,75,147,0
2011,Male,Black,70 and over,Monterey County,0,0,0,0,0,0,1,0
2011,Male,Hispanic,Under 18,Monterey County,94,169,46,24,91,424,787,107
2011,Male,Hispanic,18 to 19,Monterey County,71,83,51,10,77,292,414,0
2011,Male,Hispanic,20 to 29,Monterey County,288,172,216,21,166,863,1680,0
2011,Male,Hispanic,30 to 39,Monterey County,154,67,92,15,66,394,957,0
2011,Male,Hispanic,40 to 69,Monterey County,97,41,83,7,53,281,695,0
2011,Male,Hispanic,70 and over,Monterey County,0,0,1,1,0,2,12,0
2011,Male,Other,Under 18,Monterey County,3,9,4,1,0,17,24,0
2011,Male,Other,18 to 19,Monterey County,5,5,4,0,2,16,23,0
2011,Male,Other,20 to 29,Monterey County,14,7,15,0,4,40,85,0
2011,Male,Other,30 to 39,Monterey County,12,4,6,2,9,33,41,0
2011,Male,Other,40 to 69,Monterey County,13,3,17,0,4,37,84,0
2011,Male,Other,70 and over,Monterey County,0,0,0,0,0,0,2,0
2011,Male,White,Under 18,Monterey County,21,24,13,4,12,74,162,14
2011,Male,White,18 to 19,Monterey County,11,24,21,1,5,62,130,0
2011,Male,White,20 to 29,Monterey County,71,57,91,4,43,266,691,0
2011,Male,White,30 to 39,Monterey County,44,31,50,5,23,153,368,0
2011,Male,White,40 to 69,Monterey County,88,52,75,9,59,283,830,0
2011,Male,White,70 and over,Monterey County,6,1,0,0,0,7,29,0
2011,Female,Black,Under 18,Monterey County,1,4,0,0,0,5,25,3
2011,Female,Black,18 to 19,Monterey County,2,2,0,0,1,5,11,0
2011,Female,Black,20 to 29,Monterey County,8,12,6,0,3,29,82,0
2011,Female,Black,30 to 39,Monterey County,2,3,4,0,2,11,27,0
2011,Female,Black,40 to 69,Monterey County,3,4,7,0,0,14,33,0
2011,Female,Black,70 and over,Monterey County,0,0,0,0,0,0,1,0
2011,Female,Hispanic,Under 18,Monterey County,32,33,5,3,11,84,326,71
2011,Female,Hispanic,18 to 19,Monterey County,19,24,5,0,5,53,107,0
2011,Female,Hispanic,20 to 29,Monterey County,71,49,30,0,26,176,404,0
2011,Female,Hispanic,30 to 39,Monterey County,33,38,25,1,18,115,202,0
2011,Female,Hispanic,40 to 69,Monterey County,17,25,21,0,9,72,195,0
2011,Female,Hispanic,70 and over,Monterey County,0,0,0,0,0,0,1,0
2011,Female,Other,Under 18,Monterey County,1,4,0,0,0,5,15,0
2011,Female,Other,18 to 19,Monterey County,1,1,1,0,0,3,5,0
2011,Female,Other,20 to 29,Monterey County,2,2,4,0,1,9,31,0
2011,Female,Other,30 to 39,Monterey County,3,4,1,0,2,10,19,0
2011,Female,Other,40 to 69,Monterey County,1,4,4,1,3,13,35,0
2011,Female,White,Under 18,Monterey County,3,4,2,1,5,15,86,16
2011,Female,White,18 to 19,Monterey County,2,6,10,0,0,18,56,0
2011,Female,White,20 to 29,Monterey County,25,23,51,1,14,114,304,0
2011,Female,White,30 to 39,Monterey County,13,10,15,0,6,44,172,0
2011,Female,White,40 to 69,Monterey County,33,29,30,0,15,107,338,0
2011,Female,White,70 and over,Monterey County,0,0,0,0,1,1,17,0
2011,Male,Black,Under 18,Napa County,3,7,1,0,4,15,11,4
2011,Male,Black,18 to 19,Napa County,4,6,2,0,0,12,9,0
2011,Male,Black,20 to 29,Napa County,8,16,6,0,7,37,28,0
2011,Male,Black,30 to 39,Napa County,8,10,6,0,9,33,26,0
2011,Male,Black,40 to 69,Napa County,7,12,4,0,9,32,29,0
2011,Male,Hispanic,Under 18,Napa County,12,33,9,0,14,68,95,40
2011,Male,Hispanic,18 to 19,Napa County,7,12,8,0,12,39,85,0
2011,Male,Hispanic,20 to 29,Napa County,50,33,35,4,48,170,388,0
2011,Male,Hispanic,30 to 39,Napa County,31,14,26,2,30,103,191,0
2011,Male,Hispanic,40 to 69,Napa County,19,11,19,1,13,63,193,0
2011,Male,Hispanic,70 and over,Napa County,0,0,0,0,0,0,3,0
2011,Male,Other,Under 18,Napa County,0,6,0,0,0,6,11,1
2011,Male,Other,18 to 19,Napa County,1,2,0,0,0,3,7,0
2011,Male,Other,20 to 29,Napa County,2,5,3,0,5,15,33,0
2011,Male,Other,30 to 39,Napa County,2,3,4,1,6,16,25,0
2011,Male,Other,40 to 69,Napa County,3,2,2,0,2,9,18,0
2011,Male,Other,70 and over,Napa County,0,0,0,0,0,0,1,0
2011,Male,White,Under 18,Napa County,3,13,8,0,10,34,61,10
2011,Male,White,18 to 19,Napa County,5,19,10,0,10,44,49,0
2011,Male,White,20 to 29,Napa County,32,40,52,2,53,179,352,0
2011,Male,White,30 to 39,Napa County,29,21,24,3,33,110,210,0
2011,Male,White,40 to 69,Napa County,53,41,73,13,81,261,518,0
2011,Male,White,70 and over,Napa County,1,0,1,1,0,3,14,0
2011,Female,Black,Under 18,Napa County,0,9,1,0,0,10,14,0
2011,Female,Black,18 to 19,Napa County,2,1,1,0,0,4,4,0
2011,Female,Black,20 to 29,Napa County,4,12,0,0,5,21,21,0
2011,Female,Black,30 to 39,Napa County,1,10,2,0,1,14,16,0
2011,Female,Black,40 to 69,Napa County,2,9,1,0,4,16,9,0
2011,Female,Hispanic,Under 18,Napa County,1,2,2,0,0,5,30,5
2011,Female,Hispanic,18 to 19,Napa County,0,2,2,0,3,7,18,0
2011,Female,Hispanic,20 to 29,Napa County,3,9,4,0,3,19,53,0
2011,Female,Hispanic,30 to 39,Napa County,3,3,5,0,5,16,30,0
2011,Female,Hispanic,40 to 69,Napa County,2,1,2,0,1,6,22,0
2011,Female,Hispanic,70 and over,Napa County,0,0,0,0,0,0,1,0
2011,Female,Other,Under 18,Napa County,0,2,0,0,0,2,8,0
2011,Female,Other,18 to 19,Napa County,0,1,0,0,0,1,6,0
2011,Female,Other,20 to 29,Napa County,0,1,0,0,3,4,8,0
2011,Female,Other,30 to 39,Napa County,2,0,0,0,3,5,6,0
2011,Female,Other,40 to 69,Napa County,1,2,0,0,1,4,8,0
2011,Female,Other,70 and over,Napa County,0,0,1,0,0,1,1,0
2011,Female,White,Under 18,Napa County,1,6,2,0,2,11,22,6
2011,Female,White,18 to 19,Napa County,1,4,1,0,3,9,22,0
2011,Female,White,20 to 29,Napa County,15,13,13,0,13,54,145,0
2011,Female,White,30 to 39,Napa County,11,14,10,2,13,50,92,0
2011,Female,White,40 to 69,Napa County,12,18,32,0,19,81,186,0
2011,Female,White,70 and over,Napa County,0,0,0,0,0,0,3,0
2011,Male,Black,Under 18,Nevada County,2,2,0,0,2,6,15,3
2011,Male,Black,18 to 19,Nevada County,0,0,0,0,1,1,0,0
2011,Male,Black,20 to 29,Nevada County,1,1,0,0,1,3,4,0
2011,Male,Black,30 to 39,Nevada County,0,0,1,0,1,2,4,0
2011,Male,Black,40 to 69,Nevada County,0,0,2,1,0,3,1,0
2011,Male,Hispanic,Under 18,Nevada County,0,2,1,0,0,3,21,2
2011,Male,Hispanic,18 to 19,Nevada County,0,3,1,0,2,6,10,0
2011,Male,Hispanic,20 to 29,Nevada County,4,2,5,1,3,15,30,0
2011,Male,Hispanic,30 to 39,Nevada County,6,1,3,0,2,12,24,0
2011,Male,Hispanic,40 to 69,Nevada County,2,1,2,0,4,9,27,0
2011,Male,Other,Under 18,Nevada County,0,0,1,0,0,1,3,1
2011,Male,Other,18 to 19,Nevada County,0,0,0,0,0,0,1,0
2011,Male,Other,20 to 29,Nevada County,3,1,4,0,0,8,7,0
2011,Male,Other,30 to 39,Nevada County,0,2,1,0,0,3,5,0
2011,Male,Other,40 to 69,Nevada County,2,0,3,0,1,6,23,0
2011,Male,White,Under 18,Nevada County,3,14,3,1,4,25,104,23
2011,Male,White,18 to 19,Nevada County,7,3,8,0,5,23,57,0
2011,Male,White,20 to 29,Nevada County,43,36,70,0,33,182,430,0
2011,Male,White,30 to 39,Nevada County,47,15,54,0,18,134,226,0
2011,Male,White,40 to 69,Nevada County,53,21,33,1,22,130,446,0
2011,Male,White,70 and over,Nevada County,2,2,0,0,1,5,9,0
2011,Female,Black,Under 18,Nevada County,0,0,0,0,0,0,4,0
2011,Female,Black,18 to 19,Nevada County,0,0,0,0,0,0,1,0
2011,Female,Black,20 to 29,Nevada County,0,0,0,0,0,0,3,0
2011,Female,Black,30 to 39,Nevada County,0,0,0,0,0,0,1,0
2011,Female,Black,40 to 69,Nevada County,1,0,0,0,0,1,2,0
2011,Female,Hispanic,Under 18,Nevada County,0,0,0,0,1,1,8,3
2011,Female,Hispanic,18 to 19,Nevada County,0,0,0,0,0,0,4,0
2011,Female,Hispanic,20 to 29,Nevada County,0,4,1,0,0,5,1,0
2011,Female,Hispanic,30 to 39,Nevada County,1,0,0,0,0,1,5,0
2011,Female,Hispanic,40 to 69,Nevada County,2,1,1,1,0,5,0,0
2011,Female,Other,Under 18,Nevada County,0,0,0,0,0,0,2,3
2011,Female,Other,18 to 19,Nevada County,0,0,0,0,0,0,1,0
2011,Female,Other,20 to 29,Nevada County,0,0,0,1,0,1,2,0
2011,Female,Other,30 to 39,Nevada County,2,0,0,0,0,2,6,0
2011,Female,Other,40 to 69,Nevada County,0,0,1,0,0,1,9,0
2011,Female,White,Under 18,Nevada County,3,5,3,0,3,14,39,42
2011,Female,White,18 to 19,Nevada County,0,3,2,0,0,5,30,0
2011,Female,White,20 to 29,Nevada County,8,19,19,0,4,50,169,0
2011,Female,White,30 to 39,Nevada County,15,6,10,0,2,33,100,0
2011,Female,White,40 to 69,Nevada County,11,14,29,1,4,59,193,0
2011,Female,White,70 and over,Nevada County,0,1,1,0,0,2,3,0
2011,Male,Black,Under 18,Orange County,19,34,6,2,13,74,121,33
2011,Male,Black,18 to 19,Orange County,29,43,13,2,7,94,117,0
2011,Male,Black,20 to 29,Orange County,102,159,74,16,42,393,594,0
2011,Male,Black,30 to 39,Orange County,56,89,64,6,30,245,372,0
2011,Male,Black,40 to 69,Orange County,63,88,84,7,41,283,603,0
2011,Male,Black,70 and over,Orange County,1,0,2,0,0,3,11,0
2011,Male,Hispanic,Under 18,Orange County,319,509,235,54,411,1528,2862,745
2011,Male,Hispanic,18 to 19,Orange County,251,280,264,24,257,1076,1901,0
2011,Male,Hispanic,20 to 29,Orange County,916,794,1077,79,592,3458,7430,0
2011,Male,Hispanic,30 to 39,Orange County,507,382,666,58,232,1845,3810,0
2011,Male,Hispanic,40 to 69,Orange County,295,227,423,80,135,1160,3624,0
2011,Male,Hispanic,70 and over,Orange County,2,0,1,1,3,7,48,0
2011,Male,Other,Under 18,Orange County,56,76,34,5,30,201,317,55
2011,Male,Other,18 to 19,Orange County,33,59,45,4,21,162,285,0
2011,Male,Other,20 to 29,Orange County,135,157,196,11,65,564,1396,0
2011,Male,Other,30 to 39,Orange County,92,112,138,9,46,397,836,0
2011,Male,Other,40 to 69,Orange County,116,100,101,11,53,381,981,0
2011,Male,Other,70 and over,Orange County,4,2,0,0,1,7,23,0
2011,Male,White,Under 18,Orange County,89,202,105,20,76,492,1126,348
2011,Male,White,18 to 19,Orange County,94,184,207,9,69,563,1347,0
2011,Male,White,20 to 29,Orange County,471,541,1030,34,364,2440,5992,0
2011,Male,White,30 to 39,Orange County,303,300,546,18,175,1342,3032,0
2011,Male,White,40 to 69,Orange County,574,479,951,62,327,2393,6799,0
2011,Male,White,70 and over,Orange County,12,2,2,2,5,23,118,0
2011,Female,Black,Under 18,Orange County,2,11,2,1,0,16,75,8
2011,Female,Black,18 to 19,Orange County,4,11,1,0,0,16,143,0
2011,Female,Black,20 to 29,Orange County,24,53,22,0,8,107,376,0
2011,Female,Black,30 to 39,Orange County,13,21,6,1,10,51,136,0
2011,Female,Black,40 to 69,Orange County,11,18,18,0,3,50,172,0
2011,Female,Black,70 and over,Orange County,0,0,0,0,0,0,1,0
2011,Female,Hispanic,Under 18,Orange County,52,173,41,12,32,310,918,250
2011,Female,Hispanic,18 to 19,Orange County,42,76,39,0,14,171,417,0
2011,Female,Hispanic,20 to 29,Orange County,173,238,197,1,76,685,1757,0
2011,Female,Hispanic,30 to 39,Orange County,104,133,128,4,44,413,825,0
2011,Female,Hispanic,40 to 69,Orange County,63,80,95,2,20,260,747,0
2011,Female,Hispanic,70 and over,Orange County,0,0,0,0,0,0,10,0
2011,Female,Other,Under 18,Orange County,6,48,8,0,8,70,180,46
2011,Female,Other,18 to 19,Orange County,5,21,6,0,3,35,120,0
2011,Female,Other,20 to 29,Orange County,41,68,46,0,14,169,508,0
2011,Female,Other,30 to 39,Orange County,41,43,40,2,13,139,246,0
2011,Female,Other,40 to 69,Orange County,35,58,23,1,10,127,270,0
2011,Female,Other,70 and over,Orange County,1,0,0,0,0,1,10,0
2011,Female,White,Under 18,Orange County,19,103,49,2,12,185,620,221
2011,Female,White,18 to 19,Orange County,19,66,71,0,16,172,548,0
2011,Female,White,20 to 29,Orange County,141,263,485,2,127,1018,2441,0
2011,Female,White,30 to 39,Orange County,113,151,294,1,67,626,1266,0
2011,Female,White,40 to 69,Orange County,192,241,350,3,100,886,2338,0
2011,Female,White,70 and over,Orange County,2,0,1,0,3,6,40,0
2011,Male,Black,Under 18,Placer County,1,7,1,0,2,11,17,2
2011,Male,Black,18 to 19,Placer County,4,7,2,0,0,13,9,0
2011,Male,Black,20 to 29,Placer County,20,32,10,0,21,83,92,0
2011,Male,Black,30 to 39,Placer County,6,16,8,0,11,41,42,0
2011,Male,Black,40 to 69,Placer County,11,18,8,0,16,53,45,0
2011,Male,Black,70 and over,Placer County,1,0,0,0,0,1,1,0
2011,Male,Hispanic,Under 18,Placer County,9,15,1,2,6,33,69,5
2011,Male,Hispanic,18 to 19,Placer County,4,5,4,3,7,23,54,0
2011,Male,Hispanic,20 to 29,Placer County,28,26,21,2,33,110,184,0
2011,Male,Hispanic,30 to 39,Placer County,20,16,25,1,21,83,119,0
2011,Male,Hispanic,40 to 69,Placer County,10,10,20,2,9,51,122,0
2011,Male,Hispanic,70 and over,Placer County,1,0,0,0,0,1,2,0
2011,Male,Other,Under 18,Placer County,3,6,1,0,1,11,21,1
2011,Male,Other,18 to 19,Placer County,1,4,3,1,1,10,16,0
2011,Male,Other,20 to 29,Placer County,9,23,16,2,11,61,67,0
2011,Male,Other,30 to 39,Placer County,5,13,9,1,7,35,47,0
2011,Male,Other,40 to 69,Placer County,5,9,6,0,3,23,50,0
2011,Male,Other,70 and over,Placer County,0,0,0,0,0,0,2,0
