YEAR,GENDER,RACE,AGE_GROUP,COUNTY,VIOLENT,PROPERTY,F_DRUGOFF,F_SEXOFF,F_ALLOTHER,F_TOTAL,M_TOTAL,S_TOTAL
1991,Male,Black,18 to 19,Nevada County,1,1,0,0,1,3,0,0
1991,Male,Black,20 to 29,Nevada County,0,0,0,0,2,2,5,0
1991,Male,Black,30 to 39,Nevada County,0,2,0,0,0,2,2,0
1991,Male,Black,40 to 69,Nevada County,0,0,0,0,0,0,3,0
1991,Male,Hispanic,Under 18,Nevada County,0,3,0,1,1,5,19,2
1991,Male,Hispanic,18 to 19,Nevada County,1,0,1,0,1,3,12,0
1991,Male,Hispanic,20 to 29,Nevada County,2,6,1,0,5,14,45,0
1991,Male,Hispanic,30 to 39,Nevada County,3,2,2,0,3,10,42,0
1991,Male,Hispanic,40 to 69,Nevada County,1,0,0,1,2,4,20,0
1991,Male,Other,Under 18,Nevada County,0,0,0,0,0,0,1,0
1991,Male,Other,18 to 19,Nevada County,0,2,0,0,0,2,1,0
1991,Male,Other,20 to 29,Nevada County,1,1,0,0,2,4,3,0
1991,Male,Other,30 to 39,Nevada County,1,1,0,0,1,3,9,0
1991,Male,Other,40 to 69,Nevada County,0,0,0,0,0,0,6,0
1991,Male,White,Under 18,Nevada County,18,84,7,5,25,139,318,78
1991,Male,White,18 to 19,Nevada County,4,49,7,1,17,78,156,0
1991,Male,White,20 to 29,Nevada County,42,57,37,3,66,205,608,0
1991,Male,White,30 to 39,Nevada County,38,29,33,0,49,149,513,0
1991,Male,White,40 to 69,Nevada County,30,12,21,1,31,95,422,0
1991,Male,White,70 and over,Nevada County,1,0,0,0,2,3,16,0
1991,Female,Black,Under 18,Nevada County,0,0,0,0,0,0,2,1
1991,Female,Black,30 to 39,Nevada County,0,0,0,0,0,0,1,0
1991,Female,Black,40 to 69,Nevada County,0,0,0,0,0,0,1,0
1991,Female,Hispanic,Under 18,Nevada County,0,0,0,0,0,0,3,1
1991,Female,Hispanic,18 to 19,Nevada County,0,0,0,0,0,0,0,0
1991,Female,Hispanic,20 to 29,Nevada County,0,0,0,0,0,0,2,0
1991,Female,Hispanic,30 to 39,Nevada County,0,0,0,0,0,0,3,0
1991,Female,Other,Under 18,Nevada County,0,0,0,0,0,0,1,0
1991,Female,Other,20 to 29,Nevada County,0,0,0,0,0,0,1,0
1991,Female,White,Under 18,Nevada County,4,15,3,0,2,24,92,64
1991,Female,White,18 to 19,Nevada County,1,6,1,0,2,10,20,0
1991,Female,White,20 to 29,Nevada County,7,7,13,0,17,44,119,0
1991,Female,White,30 to 39,Nevada County,4,5,9,1,13,32,115,0
1991,Female,White,40 to 69,Nevada County,3,5,3,0,4,15,79,0
1991,Female,White,70 and over,Nevada County,0,0,0,0,1,1,1,0
1991,Male,Black,Under 18,Orange County,65,123,0,7,13,208,255,36
1991,Male,Black,18 to 19,Orange County,62,73,8,2,10,155,179,0
1991,Male,Black,20 to 29,Orange County,202,310,108,4,25,649,1088,0
1991,Male,Black,30 to 39,Orange County,137,214,127,8,23,509,916,0
1991,Male,Black,40 to 69,Orange County,38,87,36,5,9,175,330,0
1991,Male,Black,70 and over,Orange County,1,1,0,0,0,2,5,0
1991,Male,Hispanic,Under 18,Orange County,338,1063,114,42,190,1747,2268,318
1991,Male,Hispanic,18 to 19,Orange County,368,849,453,11,134,1815,3329,0
1991,Male,Hispanic,20 to 29,Orange County,1340,2384,2068,61,453,6306,17426,0
1991,Male,Hispanic,30 to 39,Orange County,470,646,646,33,147,1942,6944,0
1991,Male,Hispanic,40 to 69,Orange County,156,162,158,15,55,546,2772,0
1991,Male,Hispanic,70 and over,Orange County,2,2,0,1,0,5,26,0
1991,Male,Other,Under 18,Orange County,79,345,3,7,42,476,585,73
1991,Male,Other,18 to 19,Orange County,58,187,11,0,17,273,318,0
1991,Male,Other,20 to 29,Orange County,189,235,55,0,39,518,1253,0
1991,Male,Other,30 to 39,Orange County,91,67,31,5,24,218,746,0
1991,Male,Other,40 to 69,Orange County,43,27,6,3,9,88,490,0
1991,Male,Other,70 and over,Orange County,0,0,0,1,0,1,6,0
1991,Male,White,Under 18,Orange County,253,1025,60,38,163,1539,3507,393
1991,Male,White,18 to 19,Orange County,134,580,144,6,94,958,3197,0
1991,Male,White,20 to 29,Orange County,811,1807,1248,26,456,4348,15967,0
1991,Male,White,30 to 39,Orange County,605,976,857,47,208,2693,9725,0
1991,Male,White,40 to 69,Orange County,286,368,252,32,113,1051,5818,0
1991,Male,White,70 and over,Orange County,12,6,1,1,2,22,120,0
1991,Female,Black,Under 18,Orange County,5,26,0,2,2,35,73,29
1991,Female,Black,18 to 19,Orange County,4,11,3,0,1,19,55,0
1991,Female,Black,20 to 29,Orange County,19,107,15,0,9,150,370,0
1991,Female,Black,30 to 39,Orange County,11,77,10,0,5,103,221,0
1991,Female,Black,40 to 69,Orange County,3,25,2,0,4,34,66,0
1991,Female,Black,70 and over,Orange County,0,0,0,0,0,0,1,0
1991,Female,Hispanic,Under 18,Orange County,38,181,17,0,9,245,623,209
1991,Female,Hispanic,18 to 19,Orange County,20,66,31,0,2,119,383,0
1991,Female,Hispanic,20 to 29,Orange County,46,273,126,0,29,474,1563,0
1991,Female,Hispanic,30 to 39,Orange County,31,127,67,0,10,235,830,0
1991,Female,Hispanic,40 to 69,Orange County,13,38,17,0,4,72,383,0
1991,Female,Hispanic,70 and over,Orange County,0,0,0,0,0,0,4,0
1991,Female,Other,Under 18,Orange County,4,47,2,0,5,58,215,45
1991,Female,Other,18 to 19,Orange County,4,26,1,0,0,31,68,0
1991,Female,Other,20 to 29,Orange County,19,69,10,0,7,105,269,0
1991,Female,Other,30 to 39,Orange County,7,24,5,2,1,39,220,0
1991,Female,Other,40 to 69,Orange County,4,17,0,1,1,23,140,0
1991,Female,Other,70 and over,Orange County,0,0,0,0,0,0,1,0
1991,Female,White,Under 18,Orange County,37,206,18,0,12,273,1112,474
1991,Female,White,18 to 19,Orange County,8,89,25,0,4,126,681,0
1991,Female,White,20 to 29,Orange County,107,430,434,3,45,1019,3578,0
1991,Female,White,30 to 39,Orange County,83,249,306,2,34,674,2346,0
1991,Female,White,40 to 69,Orange County,23,106,67,1,29,226,1318,0
1991,Female,White,70 and over,Orange County,0,1,1,0,1,3,42,0
1991,Male,Black,Under 18,Placer County,0,9,0,0,2,11,10,1
1991,Male,Black,18 to 19,Placer County,2,3,0,0,1,6,5,0
1991,Male,Black,20 to 29,Placer County,6,10,0,0,0,16,35,0
1991,Male,Black,30 to 39,Placer County,7,4,0,0,1,12,20,0
1991,Male,Black,40 to 69,Placer County,5,3,1,0,1,10,25,0
1991,Male,Hispanic,Under 18,Placer County,5,33,0,3,4,45,64,1
1991,Male,Hispanic,18 to 19,Placer County,8,12,2,0,3,25,46,0
1991,Male,Hispanic,20 to 29,Placer County,41,23,18,2,20,104,303,0
1991,Male,Hispanic,30 to 39,Placer County,18,15,3,0,14,50,154,0
1991,Male,Hispanic,40 to 69,Placer County,7,5,0,0,0,12,74,0
1991,Male,Hispanic,70 and over,Placer County,0,0,0,0,0,0,0,0
1991,Male,Other,Under 18,Placer County,0,2,0,0,1,3,10,0
1991,Male,Other,18 to 19,Placer County,1,3,0,0,1,5,7,0
1991,Male,Other,20 to 29,Placer County,1,5,2,0,2,10,30,0
1991,Male,Other,30 to 39,Placer County,3,0,0,0,0,3,21,0
1991,Male,Other,40 to 69,Placer County,0,0,0,0,2,2,17,0
1991,Male,White,Under 18,Placer County,39,190,14,14,33,290,460,19
1991,Male,White,18 to 19,Placer County,23,81,22,1,33,160,368,0
1991,Male,White,20 to 29,Placer County,148,167,97,8,127,547,1421,0
1991,Male,White,30 to 39,Placer County,150,79,74,14,113,430,1281,0
1991,Male,White,40 to 69,Placer County,68,37,39,8,42,194,925,0
1991,Male,White,70 and over,Placer County,2,1,0,0,0,3,18,0
1991,Female,Black,Under 18,Placer County,2,1,1,0,0,4,2,0
1991,Female,Black,18 to 19,Placer County,0,0,0,0,0,0,1,0
1991,Female,Black,20 to 29,Placer County,0,1,0,0,0,1,5,0
1991,Female,Black,30 to 39,Placer County,0,1,0,0,0,1,2,0
1991,Female,Black,40 to 69,Placer County,0,0,1,0,0,1,1,0
1991,Female,Hispanic,Under 18,Placer County,0,5,0,0,0,5,15,1
1991,Female,Hispanic,18 to 19,Placer County,0,1,1,0,0,2,5,0
1991,Female,Hispanic,20 to 29,Placer County,1,1,0,0,0,2,19,0
1991,Female,Hispanic,30 to 39,Placer County,3,1,1,0,2,7,16,0
1991,Female,Hispanic,40 to 69,Placer County,0,0,0,0,0,0,5,0
1991,Female,Hispanic,70 and over,Placer County,0,0,0,0,0,0,1,0
1991,Female,Other,Under 18,Placer County,0,0,0,0,1,1,4,0
1991,Female,Other,18 to 19,Placer County,0,0,0,0,0,0,1,0
1991,Female,Other,20 to 29,Placer County,0,1,0,0,0,1,7,0
1991,Female,Other,30 to 39,Placer County,3,0,1,0,0,4,10,0
1991,Female,Other,40 to 69,Placer County,0,0,0,0,0,0,5,0
1991,Female,White,Under 18,Placer County,5,33,4,0,5,47,148,0
1991,Female,White,18 to 19,Placer County,1,12,5,0,4,22,53,0
1991,Female,White,20 to 29,Placer County,17,39,48,0,24,128,292,0
1991,Female,White,30 to 39,Placer County,18,32,42,0,15,107,323,0
1991,Female,White,40 to 69,Placer County,6,14,15,0,10,45,152,0
1991,Female,White,70 and over,Placer County,0,0,0,0,0,0,3,0
1991,Male,Black,Under 18,Plumas County,0,1,0,0,0,1,0,0
1991,Male,Black,20 to 29,Plumas County,0,0,0,0,0,0,3,0
1991,Male,Black,30 to 39,Plumas County,1,5,4,0,2,12,3,0
1991,Male,Black,40 to 69,Plumas County,0,1,0,0,1,2,3,0
1991,Male,Black,70 and over,Plumas County,0,0,0,0,1,1,1,0
1991,Male,Hispanic,Under 18,Plumas County,1,0,0,0,0,1,0,0
1991,Male,Hispanic,18 to 19,Plumas County,0,1,0,0,0,1,2,0
1991,Male,Hispanic,20 to 29,Plumas County,2,0,0,0,0,2,5,0
1991,Male,Hispanic,30 to 39,Plumas County,1,0,2,0,0,3,6,0
1991,Male,Hispanic,40 to 69,Plumas County,0,0,0,0,0,0,4,0
1991,Male,Other,Under 18,Plumas County,1,0,0,0,0,1,0,0
1991,Male,Other,18 to 19,Plumas County,1,0,0,0,0,1,0,0
1991,Male,Other,20 to 29,Plumas County,5,0,2,0,0,7,18,0
1991,Male,Other,30 to 39,Plumas County,4,0,0,0,1,5,9,0
1991,Male,Other,40 to 69,Plumas County,0,0,0,0,0,0,8,0
1991,Male,White,Under 18,Plumas County,5,20,1,1,1,28,28,0
1991,Male,White,18 to 19,Plumas County,2,14,0,1,0,17,16,0
1991,Male,White,20 to 29,Plumas County,21,14,9,1,11,56,118,0
1991,Male,White,30 to 39,Plumas County,26,17,7,2,6,58,142,0
1991,Male,White,40 to 69,Plumas County,11,5,3,2,2,23,129,0
1991,Male,White,70 and over,Plumas County,1,0,0,0,0,1,2,0
1991,Female,Black,20 to 29,Plumas County,0,0,0,0,0,0,1,0
1991,Female,Black,30 to 39,Plumas County,0,0,0,0,0,0,0,0
1991,Female,Hispanic,30 to 39,Plumas County,0,0,0,0,1,1,1,0
1991,Female,Other,20 to 29,Plumas County,0,0,0,0,1,1,4,0
1991,Female,Other,30 to 39,Plumas County,0,0,0,0,0,0,2,0
1991,Female,Other,40 to 69,Plumas County,0,0,0,0,0,0,1,0
1991,Female,White,Under 18,Plumas County,0,2,0,0,0,2,6,0
1991,Female,White,18 to 19,Plumas County,1,1,1,0,0,3,3,0
1991,Female,White,20 to 29,Plumas County,3,3,4,0,0,10,19,0
1991,Female,White,30 to 39,Plumas County,5,6,5,0,2,18,28,0
1991,Female,White,40 to 69,Plumas County,0,2,1,0,0,3,21,0
1991,Male,Black,Under 18,Riverside County,165,214,53,14,46,492,434,4
1991,Male,Black,18 to 19,Riverside County,100,97,55,2,24,278,244,0
1991,Male,Black,20 to 29,Riverside County,346,274,292,8,103,1023,1159,0
1991,Male,Black,30 to 39,Riverside County,221,188,155,6,65,635,1015,0
1991,Male,Black,40 to 69,Riverside County,68,47,74,2,21,212,538,0
1991,Male,Black,70 and over,Riverside County,0,0,1,0,0,1,9,0
1991,Male,Hispanic,Under 18,Riverside County,292,794,65,14,141,1306,1517,90
1991,Male,Hispanic,18 to 19,Riverside County,187,311,114,3,108,723,1070,0
1991,Male,Hispanic,20 to 29,Riverside County,707,939,663,19,286,2614,6660,0
1991,Male,Hispanic,30 to 39,Riverside County,342,334,282,14,125,1097,3744,0
1991,Male,Hispanic,40 to 69,Riverside County,166,111,109,11,35,432,1809,0
1991,Male,Hispanic,70 and over,Riverside County,4,1,0,0,0,5,35,0
1991,Male,Other,Under 18,Riverside County,13,47,2,1,12,75,121,10
1991,Male,Other,18 to 19,Riverside County,15,35,2,0,5,57,70,0
1991,Male,Other,20 to 29,Riverside County,44,43,23,6,22,138,391,0
1991,Male,Other,30 to 39,Riverside County,32,14,13,0,11,70,271,0
1991,Male,Other,40 to 69,Riverside County,18,9,5,0,5,37,201,0
1991,Male,Other,70 and over,Riverside County,0,0,0,0,0,0,5,0
1991,Male,White,Under 18,Riverside County,125,567,40,16,56,804,1256,206
1991,Male,White,18 to 19,Riverside County,98,297,90,2,78,565,1170,0
1991,Male,White,20 to 29,Riverside County,638,762,711,14,286,2411,6096,0
1991,Male,White,30 to 39,Riverside County,518,470,662,19,213,1882,4708,0
1991,Male,White,40 to 69,Riverside County,286,166,231,16,100,799,3416,0
1991,Male,White,70 and over,Riverside County,10,2,1,0,1,14,129,0
1991,Female,Black,Under 18,Riverside County,15,41,8,0,2,66,176,11
1991,Female,Black,18 to 19,Riverside County,7,9,14,0,4,34,37,0
1991,Female,Black,20 to 29,Riverside County,43,60,53,0,13,169,334,0
1991,Female,Black,30 to 39,Riverside County,33,43,43,0,14,133,332,0
1991,Female,Black,40 to 69,Riverside County,7,12,15,0,6,40,116,0
1991,Female,Black,70 and over,Riverside County,0,0,1,0,0,1,1,0
1991,Female,Hispanic,Under 18,Riverside County,19,113,9,0,10,151,409,60
1991,Female,Hispanic,18 to 19,Riverside County,7,25,6,0,4,42,101,0
1991,Female,Hispanic,20 to 29,Riverside County,39,100,95,1,9,244,772,0
1991,Female,Hispanic,30 to 39,Riverside County,35,61,64,0,29,189,521,0
1991,Female,Hispanic,40 to 69,Riverside County,8,19,20,0,2,49,187,0
1991,Female,Hispanic,70 and over,Riverside County,0,0,0,0,0,0,1,0
1991,Female,Other,Under 18,Riverside County,0,3,0,3,0,6,31,6
1991,Female,Other,18 to 19,Riverside County,2,2,2,0,0,6,14,0
1991,Female,Other,20 to 29,Riverside County,7,11,7,0,6,31,81,0
1991,Female,Other,30 to 39,Riverside County,8,6,2,0,4,20,75,0
1991,Female,Other,40 to 69,Riverside County,5,3,5,0,1,14,32,0
1991,Female,Other,70 and over,Riverside County,0,0,0,0,0,0,2,0
1991,Female,White,Under 18,Riverside County,18,103,6,0,12,139,382,128
1991,Female,White,18 to 19,Riverside County,13,48,17,0,6,84,205,0
1991,Female,White,20 to 29,Riverside County,73,148,262,0,46,529,1245,0
1991,Female,White,30 to 39,Riverside County,71,133,230,0,41,475,1173,0
1991,Female,White,40 to 69,Riverside County,32,40,66,0,10,148,750,0
1991,Female,White,70 and over,Riverside County,0,2,0,0,1,3,47,0
1991,Male,Black,Under 18,Sacramento County,316,489,153,29,77,1064,748,13
1991,Male,Black,18 to 19,Sacramento County,164,223,186,4,95,672,424,0
1991,Male,Black,20 to 29,Sacramento County,851,532,607,15,450,2455,2664,0
1991,Male,Black,30 to 39,Sacramento County,551,311,352,19,295,1528,2002,0
1991,Male,Black,40 to 69,Sacramento County,230,137,159,8,122,656,1033,0
1991,Male,Black,70 and over,Sacramento County,2,1,3,0,1,7,20,0
1991,Male,Hispanic,Under 18,Sacramento County,132,443,31,13,66,685,601,8
1991,Male,Hispanic,18 to 19,Sacramento County,65,137,62,3,48,315,433,0
1991,Male,Hispanic,20 to 29,Sacramento County,438,310,271,16,243,1278,2162,0
1991,Male,Hispanic,30 to 39,Sacramento County,206,117,151,22,123,619,1058,0
1991,Male,Hispanic,40 to 69,Sacramento County,99,47,82,4,47,279,507,0
1991,Male,Hispanic,70 and over,Sacramento County,1,0,1,0,0,2,7,0
1991,Male,Other,Under 18,Sacramento County,68,181,6,1,15,271,243,2
1991,Male,Other,18 to 19,Sacramento County,22,51,7,1,14,95,113,0
1991,Male,Other,20 to 29,Sacramento County,87,95,31,4,49,266,492,0
1991,Male,Other,30 to 39,Sacramento County,57,35,18,5,30,145,359,0
1991,Male,Other,40 to 69,Sacramento County,33,16,9,6,20,84,196,0
1991,Male,Other,70 and over,Sacramento County,0,0,1,2,0,3,3,0
1991,Male,White,Under 18,Sacramento County,159,726,27,30,78,1020,1832,25
1991,Male,White,18 to 19,Sacramento County,153,389,66,6,114,728,1266,0
1991,Male,White,20 to 29,Sacramento County,965,1036,532,55,779,3367,7233,0
1991,Male,White,30 to 39,Sacramento County,714,622,473,72,553,2434,5204,0
1991,Male,White,40 to 69,Sacramento County,281,248,196,48,271,1044,2774,0
1991,Male,White,70 and over,Sacramento County,7,6,0,2,8,23,68,0
1991,Female,Black,Under 18,Sacramento County,45,64,45,0,3,157,357,4
1991,Female,Black,18 to 19,Sacramento County,22,50,35,0,13,120,190,0
1991,Female,Black,20 to 29,Sacramento County,109,207,162,1,125,604,1305,0
1991,Female,Black,30 to 39,Sacramento County,78,153,130,0,88,449,919,0
1991,Female,Black,40 to 69,Sacramento County,17,47,36,0,29,129,242,0
1991,Female,Black,70 and over,Sacramento County,0,0,0,0,1,1,3,0
1991,Female,Hispanic,Under 18,Sacramento County,11,34,4,0,4,53,256,2
1991,Female,Hispanic,18 to 19,Sacramento County,2,9,8,0,2,21,86,0
1991,Female,Hispanic,20 to 29,Sacramento County,32,62,56,0,53,203,406,0
1991,Female,Hispanic,30 to 39,Sacramento County,20,39,29,0,18,106,227,0
1991,Female,Hispanic,40 to 69,Sacramento County,8,11,8,0,11,38,89,0
1991,Female,Hispanic,70 and over,Sacramento County,0,0,0,0,0,0,2,0
1991,Female,Other,Under 18,Sacramento County,2,12,0,0,0,14,110,1
1991,Female,Other,18 to 19,Sacramento County,1,5,0,0,0,6,29,0
1991,Female,Other,20 to 29,Sacramento County,15,21,12,0,8,56,114,0
1991,Female,Other,30 to 39,Sacramento County,6,14,9,0,10,39,136,0
1991,Female,Other,40 to 69,Sacramento County,6,1,1,2,3,13,74,0
1991,Female,White,Under 18,Sacramento County,24,105,13,1,10,153,980,11
1991,Female,White,18 to 19,Sacramento County,11,56,20,0,20,107,354,0
1991,Female,White,20 to 29,Sacramento County,124,282,234,2,147,789,2125,0
1991,Female,White,30 to 39,Sacramento County,90,222,223,0,151,686,1668,0
1991,Female,White,40 to 69,Sacramento County,37,98,73,1,59,268,724,0
1991,Female,White,70 and over,Sacramento County,0,0,1,0,1,2,17,0
1991,Male,Black,Under 18,San Benito County,0,1,0,0,0,1,5,0
1991,Male,Black,18 to 19,San Benito County,0,0,0,0,1,1,2,0
1991,Male,Black,20 to 29,San Benito County,4,2,1,0,0,7,4,0
1991,Male,Black,30 to 39,San Benito County,0,0,0,0,0,0,1,0
1991,Male,Black,40 to 69,San Benito County,0,1,0,0,0,1,1,0
1991,Male,Hispanic,Under 18,San Benito County,14,37,5,2,13,71,174,13
1991,Male,Hispanic,18 to 19,San Benito County,11,12,1,0,8,32,93,0
1991,Male,Hispanic,20 to 29,San Benito County,50,20,8,4,39,121,429,0
1991,Male,Hispanic,30 to 39,San Benito County,39,9,5,5,17,75,211,0
1991,Male,Hispanic,40 to 69,San Benito County,8,4,1,2,9,24,117,0
1991,Male,Other,Under 18,San Benito County,0,0,0,0,0,0,2,1
1991,Male,Other,18 to 19,San Benito County,0,0,0,0,0,0,2,0
1991,Male,Other,20 to 29,San Benito County,0,0,0,0,0,0,4,0
1991,Male,Other,30 to 39,San Benito County,0,0,0,0,0,0,3,0
1991,Male,Other,40 to 69,San Benito County,0,0,0,0,1,1,4,0
1991,Male,White,Under 18,San Benito County,5,12,0,3,0,20,64,7
1991,Male,White,18 to 19,San Benito County,0,9,0,0,0,9,46,0
1991,Male,White,20 to 29,San Benito County,15,17,2,1,15,50,221,0
1991,Male,White,30 to 39,San Benito County,14,12,1,3,6,36,139,0
1991,Male,White,40 to 69,San Benito County,13,5,1,1,3,23,101,0
1991,Male,White,70 and over,San Benito County,0,0,0,0,0,0,1,0
1991,Female,Black,Under 18,San Benito County,0,0,0,0,0,0,0,1
1991,Female,Black,20 to 29,San Benito County,0,0,0,0,0,0,3,0
1991,Female,Hispanic,Under 18,San Benito County,2,9,1,0,0,12,33,11
1991,Female,Hispanic,18 to 19,San Benito County,1,2,0,0,0,3,5,0
1991,Female,Hispanic,20 to 29,San Benito County,1,5,1,0,3,10,33,0
1991,Female,Hispanic,30 to 39,San Benito County,3,0,1,0,3,7,27,0
1991,Female,Hispanic,40 to 69,San Benito County,1,2,0,0,0,3,14,0
1991,Female,Other,20 to 29,San Benito County,0,0,0,0,0,0,1,0
1991,Female,Other,30 to 39,San Benito County,0,0,0,0,0,0,0,0
1991,Female,White,Under 18,San Benito County,1,3,0,0,0,4,20,3
1991,Female,White,18 to 19,San Benito County,0,1,0,0,0,1,7,0
1991,Female,White,20 to 29,San Benito County,3,5,0,0,4,12,36,0
1991,Female,White,30 to 39,San Benito County,4,3,0,0,2,9,27,0
1991,Female,White,40 to 69,San Benito County,0,0,0,0,0,0,14,0
1991,Male,Black,Under 18,San Bernardino County,194,427,54,19,43,737,582,92
1991,Male,Black,18 to 19,San Bernardino County,143,146,80,6,37,412,248,0
1991,Male,Black,20 to 29,San Bernardino County,585,502,320,14,165,1586,1494,0
1991,Male,Black,30 to 39,San Bernardino County,316,276,204,17,66,879,965,0
1991,Male,Black,40 to 69,San Bernardino County,108,115,76,8,30,337,530,0
1991,Male,Black,70 and over,San Bernardino County,1,0,1,0,0,2,5,0
1991,Male,Hispanic,Under 18,San Bernardino County,438,946,80,25,172,1661,1569,257
1991,Male,Hispanic,18 to 19,San Bernardino County,254,383,108,13,104,862,998,0
1991,Male,Hispanic,20 to 29,San Bernardino County,900,1001,665,23,399,2988,5915,0
1991,Male,Hispanic,30 to 39,San Bernardino County,504,433,372,35,196,1540,3139,0
1991,Male,Hispanic,40 to 69,San Bernardino County,174,111,104,18,56,463,1521,0
1991,Male,Hispanic,70 and over,San Bernardino County,0,0,0,1,0,1,17,0
1991,Male,Other,Under 18,San Bernardino County,30,96,2,4,9,141,120,18
1991,Male,Other,18 to 19,San Bernardino County,18,42,12,1,11,84,67,0
1991,Male,Other,20 to 29,San Bernardino County,68,57,31,5,21,182,372,0
1991,Male,Other,30 to 39,San Bernardino County,46,34,18,4,11,113,248,0
1991,Male,Other,40 to 69,San Bernardino County,38,13,5,5,9,70,135,0
1991,Male,Other,70 and over,San Bernardino County,1,0,0,0,0,1,0,0
1991,Male,White,Under 18,San Bernardino County,304,1204,39,58,132,1737,1853,422
1991,Male,White,18 to 19,San Bernardino County,169,453,112,14,83,831,848,0
1991,Male,White,20 to 29,San Bernardino County,918,1236,921,50,458,3583,6143,0
1991,Male,White,30 to 39,San Bernardino County,814,769,863,63,337,2846,4753,0
1991,Male,White,40 to 69,San Bernardino County,343,271,298,69,175,1156,3055,0
1991,Male,White,70 and over,San Bernardino County,4,1,0,5,6,16,81,0
1991,Female,Black,Under 18,San Bernardino County,28,62,13,0,0,103,153,55
1991,Female,Black,18 to 19,San Bernardino County,14,36,15,0,7,72,56,0
1991,Female,Black,20 to 29,San Bernardino County,87,157,65,0,24,333,457,0
1991,Female,Black,30 to 39,San Bernardino County,58,115,66,0,16,255,317,0
1991,Female,Black,40 to 69,San Bernardino County,14,27,9,0,6,56,99,0
1991,Female,Black,70 and over,San Bernardino County,0,0,0,0,0,0,1,0
1991,Female,Hispanic,Under 18,San Bernardino County,48,161,14,0,18,241,421,188
1991,Female,Hispanic,18 to 19,San Bernardino County,2,31,18,0,3,54,110,0
1991,Female,Hispanic,20 to 29,San Bernardino County,66,156,99,1,28,350,662,0
1991,Female,Hispanic,30 to 39,San Bernardino County,55,108,86,0,18,267,450,0
1991,Female,Hispanic,40 to 69,San Bernardino County,10,25,20,0,6,61,192,0
1991,Female,Hispanic,70 and over,San Bernardino County,0,0,0,0,0,0,1,0
1991,Female,Other,Under 18,San Bernardino County,2,13,1,0,0,16,40,20
1991,Female,Other,18 to 19,San Bernardino County,0,6,1,1,0,8,16,0
1991,Female,Other,20 to 29,San Bernardino County,11,11,12,0,2,36,94,0
1991,Female,Other,30 to 39,San Bernardino County,7,13,6,0,4,30,97,0
1991,Female,Other,40 to 69,San Bernardino County,4,8,2,2,4,20,57,0
1991,Female,Other,70 and over,San Bernardino County,0,0,0,0,0,0,2,0
1991,Female,White,Under 18,San Bernardino County,38,138,14,3,16,209,557,367
1991,Female,White,18 to 19,San Bernardino County,21,50,30,0,10,111,164,0
1991,Female,White,20 to 29,San Bernardino County,142,258,335,3,71,809,1371,0
1991,Female,White,30 to 39,San Bernardino County,136,197,303,4,69,709,1157,0
1991,Female,White,40 to 69,San Bernardino County,44,64,69,0,33,210,573,0
1991,Female,White,70 and over,San Bernardino County,0,0,0,0,0,0,14,0
1991,Male,Black,Under 18,San Diego County,381,569,76,31,78,1135,1247,306
1991,Male,Black,18 to 19,San Diego County,212,216,98,7,34,567,626,0
1991,Male,Black,20 to 29,San Diego County,1296,813,676,39,174,2998,5197,0
1991,Male,Black,30 to 39,San Diego County,725,729,656,33,116,2259,6815,0
1991,Male,Black,40 to 69,San Diego County,226,205,231,13,36,711,2943,0
1991,Male,Black,70 and over,San Diego County,2,2,0,0,0,4,62,0
1991,Male,Hispanic,Under 18,San Diego County,502,1105,169,41,189,2006,2703,939
1991,Male,Hispanic,18 to 19,San Diego County,398,743,470,13,129,1753,2277,0
1991,Male,Hispanic,20 to 29,San Diego County,1686,2393,2188,68,442,6777,12873,0
1991,Male,Hispanic,30 to 39,San Diego County,769,847,803,62,159,2640,6656,0
1991,Male,Hispanic,40 to 69,San Diego County,235,192,215,25,51,718,3144,0
1991,Male,Hispanic,70 and over,San Diego County,5,3,2,1,0,11,91,0
1991,Male,Other,Under 18,San Diego County,155,490,10,7,49,711,725,269
1991,Male,Other,18 to 19,San Diego County,53,127,14,2,19,215,404,0
1991,Male,Other,20 to 29,San Diego County,200,178,75,9,37,499,1467,0
1991,Male,Other,30 to 39,San Diego County,130,75,39,6,31,281,1023,0
1991,Male,Other,40 to 69,San Diego County,60,21,15,4,14,114,531,0
1991,Male,Other,70 and over,San Diego County,1,2,0,1,1,5,62,0
1991,Male,White,Under 18,San Diego County,366,1197,99,59,130,1851,2874,943
1991,Male,White,18 to 19,San Diego County,166,541,106,12,105,930,2713,0
1991,Male,White,20 to 29,San Diego County,1176,1573,1276,81,504,4610,15612,0
1991,Male,White,30 to 39,San Diego County,1094,1134,1277,74,391,3970,11338,0
1991,Male,White,40 to 69,San Diego County,496,385,374,70,142,1467,7248,0
1991,Male,White,70 and over,San Diego County,13,2,1,1,1,18,223,0
1991,Female,Black,Under 18,San Diego County,72,131,14,2,8,227,452,142
1991,Female,Black,18 to 19,San Diego County,23,39,13,0,3,78,167,0
1991,Female,Black,20 to 29,San Diego County,183,279,160,0,14,636,1518,0
1991,Female,Black,30 to 39,San Diego County,109,212,159,0,14,494,1358,0
1991,Female,Black,40 to 69,San Diego County,39,46,37,0,7,129,534,0
1991,Female,Black,70 and over,San Diego County,0,0,0,0,0,0,10,0
1991,Female,Hispanic,Under 18,San Diego County,67,173,38,7,12,297,729,418
